Código;Índice;Qtde Teórica;Part. (%)
SANB11;ITAG;355642348;0.518
STBP3;ITAG;857995211;0.279
SCAR3;ITAG;22777352;0.035
SMTO3;ITAG;143032073;0.186
SEQL3;ITAG;109785229;0.111
SEER3;ITAG;54346207;0.037
SIMH3;ITAG;85662375;0.171
SQIA3;ITAG;58702058;0.052
SLCE3;ITAG;86086214;0.159
SGPS3;ITAG;23408641;0.010
SULA11;ITAG;284566116;0.356
SUZB3;ITAG;724921241;1.558
TAEE11;ITAG;218568274;0.290
TASA3;ITAG;7795474;0.007
TASA4;ITAG;48884169;0.042
TECN3;ITAG;64903072;0.007
TCSA3;ITAG;54501246;0.016
TGMA3;ITAG;32001480;0.028
TEND3;ITAG;96408761;0.087
TESA3;ITAG;7184729;0.013
TIMS3;ITAG;808485985;0.335
SHOW3;ITAG;35113740;0.008
TOTS3;ITAG;480228410;0.650
TFCO4;ITAG;57536221;0.032
TRIS3;ITAG;78643944;0.027
TPIS3;ITAG;74061523;0.009
TUPY3;ITAG;66821197;0.057
UGPA3;ITAG;1085987426;0.718
UCAS3;ITAG;29340638;0.005
VALE3;ITAG;4721557982;19.221
VLID3;ITAG;78582401;0.031
VAMO3;ITAG;45620437;0.093
VVAR3;ITAG;1595508601;0.906
VIVA3;ITAG;93368726;0.110
VULC3;ITAG;74685291;0.026
WEGE3;ITAG;1482296002;1.795
WEST3;ITAG;79438948;0.026
WIZS3;ITAG;77719799;0.049
YDUQ3;ITAG;300483575;0.354
ABEV3;ICO2;4787031176;4.948
ASAI3;ICO2;265105535;1.389
BTOW3;ICO2;346346521;1.389
B3SA3;ICO2;6650856822;6.773
BIDI4;ICO2;474669156;0.752
BIDI11;ICO2;581517306;2.739
BRML3;ICO2;829351173;0.509
BBDC3;ICO2;1695168382;2.244
BBDC4;ICO2;4649563200;7.243
BBAS3;ICO2;1596459172;3.106
BRKM5;ICO2;138586385;0.500
BRFS3;ICO2;701989943;1.162
BPAC11;ICO2;1432907096;2.647
CCRO3;ICO2;1770793466;1.442
CMIG4;ICO2;1564345209;1.149
CIEL3;ICO2;935008692;0.206
CPLE6;ICO2;1696102848;0.609
CSAN3;ICO2;1575378836;2.285
CPFE3;ICO2;413538085;0.674
DTEX3;ICO2;273813447;0.395
ECOR3;ICO2;853978625;0.613
ELET3;ICO2;260088452;0.680
ELET6;ICO2;176514792;0.462
ENBR3;ICO2;127000991;0.136
EGIE3;ICO2;62620072;0.148
FLRY3;ICO2;660040172;1.036
GGBR4;ICO2;391531361;0.702
GOLL4;ICO2;69968355;0.097
NTCO3;ICO2;1030440669;3.540
HYPE3;ICO2;236275693;0.493
ITSA4;ICO2;676253233;0.457
ITUB4;ICO2;5107299218;9.210
JBSS3;ICO2;926919954;1.633
KLBN11;ICO2;794095693;1.266
LIGT3;ICO2;795326920;0.735
RENT3;ICO2;321961419;1.248
LCAM3;ICO2;695664403;1.155
LAME3;ICO2;230940852;0.289
LAME4;ICO2;783996145;1.024
LREN3;ICO2;700989325;1.877
MGLU3;ICO2;3117063335;3.992
MRFG3;ICO2;708091118;0.821
BEEF3;ICO2;980513229;0.556
MOVI3;ICO2;655523140;0.781
MRVE3;ICO2;812065240;0.803
MULT3;ICO2;497365567;0.708
NEOE3;ICO2;352202047;0.370
PCAR3;ICO2;384977240;0.901
PETR3;ICO2;1028175778;1.886
PETR4;ICO2;1274441863;2.271
BRDT3;ICO2;1562987926;2.525
PSSA3;ICO2;65844540;0.213
RADL3;ICO2;1433987959;2.145
RAIL3;ICO2;938447831;1.088
SAPR11;ICO2;93022011;0.115
SANB11;ICO2;588692698;1.444
SULA11;ICO2;572560641;1.206
SUZB3;ICO2;627705564;2.273
VIVT3;ICO2;319148246;0.805
TIMS3;ICO2;1552592932;1.084
UGPA3;ICO2;1423070876;1.585
WEGE3;ICO2;1699398094;3.466
AESB3;ISE;149647285;0.317
ASAI3;ISE;156928631;2.072
BTOW3;ISE;201802882;2.041
BBDC3;ISE;289125633;0.964
BBDC4;ISE;983287959;3.861
BBAS3;ISE;296071354;1.452
BRFS3;ISE;811759800;3.385
BPAC11;ISE;240416172;1.119
CCRO3;ISE;1115693556;2.290
CMIG3;ISE;266451715;0.593
CMIG4;ISE;1081211185;2.001
CIEL3;ISE;1112196638;0.618
CPLE3;ISE;71640156;0.061
CPLE6;ISE;570829074;0.517
CSAN3;ISE;433896068;1.586
CPFE3;ISE;187714249;0.771
DTEX3;ISE;273813447;0.994
ECOR3;ISE;172602770;0.312
ELET3;ISE;358018408;2.358
ELET6;ISE;242977127;1.605
ENBR3;ISE;231489471;0.625
EGIE3;ISE;254792279;1.522
FLRY3;ISE;303800430;1.202
NTCO3;ISE;841433075;7.285
ITSA4;ISE;1041867515;1.773
ITUB3;ISE;88782175;0.362
ITUB4;ISE;1100601278;5.002
KLBN11;ISE;922294338;3.707
LIGT3;ISE;372555324;0.868
LAME3;ISE;249502964;0.786
LAME4;ISE;847010651;2.789
LREN3;ISE;887417914;5.989
MDIA3;ISE;83669782;0.417
MRFG3;ISE;368864634;1.077
BEEF3;ISE;240482896;0.344
MOVI3;ISE;132113940;0.397
MRVE3;ISE;293978672;0.733
NEOE3;ISE;226098192;0.599
PCAR3;ISE;156928631;0.926
PETR3;ISE;1367129345;6.319
PETR4;ISE;1694580738;7.610
BRDT3;ISE;432307932;1.760
SANB11;ISE;82057153;0.507
SUZB3;ISE;724921241;6.616
VIVT3;ISE;444219852;2.825
TIMS3;ISE;808485985;1.422
WEGE3;ISE;1482296002;7.621
AALR3;ICON;46716473;0.073
ALPA4;ICON;168770200;1.126
ABEV3;ICON;4358542894;9.894
ANIM3;ICON;288432555;0.530
ARZZ3;ICON;45095471;0.567
ASAI3;ICON;156928631;1.806
BTOW3;ICON;201802882;1.778
BKBR3;ICON;272245759;0.432
AGRO3;ICON;51771532;0.206
BRFS3;ICON;811759800;2.950
CAML3;ICON;116264997;0.147
CRFB3;ICON;391758726;1.094
CEAB3;ICON;106394635;0.203
HGTX3;ICON;126186408;0.574
COGN3;ICON;1847994874;1.065
CURY3;ICON;104545454;0.142
CVCB3;ICON;225955651;0.833
CYRE3;ICON;281154098;0.873
PNVL3;ICON;68859355;0.196
DIRR3;ICON;81360368;0.151
EVEN3;ICON;209535948;0.291
EZTC3;ICON;95756217;0.396
FLRY3;ICON;303800430;1.047
GFSA3;ICON;118208091;0.070
GRND3;ICON;268371180;0.358
GMAT3;ICON;463952163;0.489
NTCO3;ICON;841433075;6.349
SBFG3;ICON;88709474;0.451
SOMA3;ICON;183851421;0.390
GUAR3;ICON;81944760;0.227
HAPV3;ICON;1265256490;2.593
HBOR3;ICON;65261522;0.073
HYPE3;ICON;410147968;1.880
PARD3;ICON;43661030;0.122
MEAL3;ICON;264441032;0.143
GNDI3;ICON;593438080;6.702
MYPK3;ICON;141465625;0.302
JBSS3;ICON;1388025890;5.371
JHSF3;ICON;288832602;0.279
LAVV3;ICON;93139429;0.103
RENT3;ICON;593841434;5.054
LCAM3;ICON;323763077;1.180
LAME3;ICON;249502964;0.686
LAME4;ICON;847010651;2.431
AMAR3;ICON;111476495;0.137
LREN3;ICON;887417914;5.220
MDIA3;ICON;83669782;0.363
MGLU3;ICON;2668955512;7.506
MRFG3;ICON;368864634;0.939
LEVE3;ICON;38492519;0.171
BEEF3;ICON;240482896;0.299
MTRE3;ICON;54039454;0.086
MOVI3;ICON;132113940;0.346
MRVE3;ICON;293978672;0.638
ODPV3;ICON;263448316;0.456
PCAR3;ICON;156928631;0.807
PETZ3;ICON;261956811;0.897
QUAL3;ICON;283467789;1.090
LJQQ3;ICON;177734774;0.541
RADL3;ICON;1072645150;3.525
RDOR3;ICON;903127590;8.290
SMTO3;ICON;143032073;0.687
SEER3;ICON;54346207;0.136
SLCE3;ICON;86086214;0.587
TCSA3;ICON;54501246;0.061
TEND3;ICON;96408761;0.321
TRIS3;ICON;78643944;0.102
VVAR3;ICON;1595508601;3.350
VIVA3;ICON;93368726;0.409
VULC3;ICON;74685291;0.097
YDUQ3;ICON;300483575;1.312
ABCB4;IDIV;143406221;0.664
BRSR6;IDIV;411506222;1.629
BBSE3;IDIV;666221628;4.710
BRAP4;IDIV;139111884;3.138
BBAS3;IDIV;265544030;2.569
AGRO3;IDIV;105190073;0.947
CCRO3;IDIV;579476887;2.386
CMIG3;IDIV;541380066;2.354
CMIG4;IDIV;744527240;2.694
CESP6;IDIV;369825912;2.690
CSMG3;IDIV;382884110;1.737
CPLE3;IDIV;145559402;0.247
CPLE6;IDIV;1159817951;2.093
CYRE3;IDIV;571252560;3.957
DIRR3;IDIV;165309055;0.692
ENBR3;IDIV;470343323;2.515
EGIE3;IDIV;174847379;2.081
FESA4;IDIV;81567743;1.081
GRND3;IDIV;545280061;1.648
ROMI3;IDIV;75731076;0.569
ITSA4;IDIV;1210949386;4.116
ITUB3;IDIV;496338315;4.004
ITUB4;IDIV;388888030;3.514
JHSF3;IDIV;586853844;1.266
LEVE3;IDIV;78209601;0.782
MRVE3;IDIV;591809917;2.903
BRDT3;IDIV;903149549;7.861
PSSA3;IDIV;190253023;3.139
QUAL3;IDIV;257788132;2.226
SAPR4;IDIV;413481715;0.510
SANB11;IDIV;183742990;2.270
CSNA3;IDIV;257096472;3.398
SLCE3;IDIV;174911091;2.768
TAEE11;IDIV;444089867;4.977
TGMA3;IDIV;65021024;0.456
VIVT3;IDIV;427927171;5.420
TRPL4;IDIV;804185592;6.003
TRIS3;IDIV;159789790;0.474
UNIP6;IDIV;90075556;2.700
WIZS3;IDIV;157912100;0.812
AESB3;IEE;12600;5.221
ALUP11;IEE;7300;5.740
CMIG4;IEE;13400;4.845
CESP6;IEE;7500;5.352
COCE5;IEE;3400;6.182
CPLE6;IEE;29700;5.250
CPFE3;IEE;6300;5.054
ELET3;IEE;5200;6.692
ENBR3;IEE;10100;5.323
ENGI11;IEE;4200;5.834
ENEV3;IEE;12400;6.276
EGIE3;IEE;4700;5.485
EQTL3;IEE;7400;5.470
LIGT3;IEE;10500;4.776
NEOE3;IEE;11500;5.955
OMGE3;IEE;4900;5.550
TAEE11;IEE;5100;5.610
TRPL4;IEE;7200;5.385
ABCB4;IFNC;70580422;0.200
B3SA3;IFNC;5951134947;18.092
BMGB4;IFNC;99052274;0.086
BIDI4;IFNC;100239024;0.474
BIDI11;IFNC;453631743;6.378
BPAN4;IFNC;341124068;1.484
BRSR6;IFNC;202531540;0.485
BBSE3;IFNC;671584841;2.804
BBDC3;IFNC;1014549749;4.009
BBDC4;IFNC;3450384318;16.046
BBAS3;IFNC;1283197221;7.452
BPAC11;IFNC;1041983176;5.747
CIEL3;IFNC;1112196638;0.732
IRBR3;IFNC;1255286531;1.309
ITSA4;IFNC;4515538171;9.100
ITUB3;IFNC;283712976;1.370
ITUB4;IFNC;3517089586;18.934
PSSA3;IFNC;93637072;0.905
SANB11;IFNC;355642348;2.603
SULA11;IFNC;284566116;1.790
BRAP4;IMAT;222604507;6.850
BRKM5;IMAT;264640575;6.410
DTEX3;IMAT;273813447;2.589
FESA4;IMAT;40145300;0.726
GGBR4;IMAT;995903643;11.968
GOAU4;IMAT;693699918;3.925
RANI3;IMAT;85725289;0.321
KLBN11;IMAT;922294338;10.142
CSNA3;IMAT;642398790;11.581
SUZB3;IMAT;724921241;18.154
UNIP6;IMAT;44332601;1.812
USIM5;IMAT;513796208;4.114
VALE3;IMAT;463449935;21.408
ALSO3;IMOB;127376805;6.786
BRML3;IMOB;843728684;15.897
BRPR3;IMOB;198812616;3.399
CURY3;IMOB;104545454;1.998
CYRE3;IMOB;281154098;12.154
DIRR3;IMOB;81360368;2.125
EVEN3;IMOB;209535948;4.036
EZTC3;IMOB;95756217;5.547
GFSA3;IMOB;118208091;0.986
HBOR3;IMOB;65261522;1.010
IGTA3;IMOB;85796919;6.412
JPSA3;IMOB;34833911;2.193
JHSF3;IMOB;288832602;3.890
LAVV3;IMOB;93139429;1.410
LOGG3;IMOB;59190591;3.526
LPSB3;IMOB;114874308;0.982
MTRE3;IMOB;54039454;1.171
MRVE3;IMOB;293978672;9.001
MULT3;IMOB;245888754;10.634
TCSA3;IMOB;54501246;0.848
TEND3;IMOB;96408761;4.539
TRIS3;IMOB;78643944;1.456
AERI3;INDX;218058827;0.446
ALPA4;INDX;168770200;1.716
ABEV3;INDX;4358542894;15.257
BRKM5;INDX;264640575;3.143
BRFS3;INDX;811759800;4.467
CAML3;INDX;116264997;0.225
HGTX3;INDX;126186408;0.870
CYRE3;INDX;281154098;1.302
DIRR3;INDX;81360368;0.228
DTEX3;INDX;273813447;1.269
EMBR3;INDX;736143105;2.808
EVEN3;INDX;209535948;0.432
EZTC3;INDX;95756217;0.594
GFSA3;INDX;118208091;0.106
GGBR4;INDX;995903643;5.868
GOAU4;INDX;693699918;1.924
GRND3;INDX;268371180;0.542
NTCO3;INDX;841433075;9.799
HBOR3;INDX;65261522;0.108
ROMI3;INDX;37272660;0.188
MYPK3;INDX;141465625;0.467
JBSS3;INDX;1388025890;8.229
JHSF3;INDX;288832602;0.417
KLBN11;INDX;922294338;4.972
MDIA3;INDX;83669782;0.536
POMO4;INDX;573419889;0.406
MRFG3;INDX;368864634;1.460
BEEF3;INDX;240482896;0.457
MRVE3;INDX;293978672;0.964
PTBL3;INDX;69996578;0.251
POSI3;INDX;78616498;0.194
RAPT4;INDX;177421406;0.483
SMTO3;INDX;143032073;1.050
CSNA3;INDX;642398790;5.678
SUZB3;INDX;724921241;8.901
TASA4;INDX;48884169;0.239
TCSA3;INDX;54501246;0.091
TEND3;INDX;96408761;0.486
TRIS3;INDX;78643944;0.156
TUPY3;INDX;66821197;0.313
USIM5;INDX;513796208;2.017
VIVA3;INDX;93368726;0.608
WEGE3;INDX;1482296002;10.333
AZUL4;IVBX 2;327262616;1.543
BTOW3;IVBX 2;201802882;1.418
BBSE3;IVBX 2;671584841;1.673
BRML3;IVBX 2;843728684;0.897
BRAP4;IVBX 2;222604507;1.769
BRFS3;IVBX 2;811759800;2.354
CRFB3;IVBX 2;391758726;0.878
CCRO3;IVBX 2;1115693556;1.619
CMIG4;IVBX 2;1081211185;1.379
CIEL3;IVBX 2;1112196638;0.431
COGN3;IVBX 2;1847994874;0.844
CSAN3;IVBX 2;1169237744;3.014
CVCB3;IVBX 2;225955651;0.653
CYRE3;IVBX 2;281154098;0.686
ELET3;IVBX 2;358018408;1.667
EMBR3;IVBX 2;736143105;1.479
EQTL3;IVBX 2;1010286085;2.627
GGBR4;IVBX 2;995903643;3.092
GOAU4;IVBX 2;693699918;1.014
GOLL4;IVBX 2;178123292;0.434
NTCO3;IVBX 2;841433075;5.163
HAPV3;IVBX 2;1265256490;2.034
HYPE3;IVBX 2;410147968;1.498
GNDI3;IVBX 2;593438080;5.317
ITSA4;IVBX 2;4515538171;5.409
JBSS3;IVBX 2;1388025890;4.335
KLBN11;IVBX 2;922294338;2.620
RENT3;IVBX 2;593841434;3.980
LWSA3;IVBX 2;427663748;1.197
LAME4;IVBX 2;847010651;1.915
LREN3;IVBX 2;887417914;4.076
MRFG3;IVBX 2;368864634;0.769
BEEF3;IVBX 2;240482896;0.241
MULT3;IVBX 2;245888754;0.600
PCAR3;IVBX 2;156928631;0.643
BRDT3;IVBX 2;1164958126;3.573
PRIO3;IVBX 2;807220415;1.778
QUAL3;IVBX 2;283467789;0.863
RADL3;IVBX 2;1072645150;2.829
RAIL3;IVBX 2;1218081171;2.580
SBSP3;IVBX 2;339999111;1.316
CSNA3;IVBX 2;642398790;2.992
SULA11;IVBX 2;284566116;1.043
SUZB3;IVBX 2;724921241;4.690
VIVT3;IVBX 2;444219852;1.982
TIMS3;IVBX 2;808485985;0.986
TOTS3;IVBX 2;480228410;1.877
UGPA3;IVBX 2;1085987426;2.117
USIM5;IVBX 2;513796208;1.063
YDUQ3;IVBX 2;300483575;1.043
ALPA4;MLCX;168770200;0.335
ABEV3;MLCX;4358542894;2.981
ASAI3;MLCX;156928631;0.535
BTOW3;MLCX;201802882;0.526
B3SA3;MLCX;6119434194;3.971
BIDI4;MLCX;100239024;0.103
BIDI11;MLCX;453631743;1.397
BBSE3;MLCX;671584841;0.620
BBDC3;MLCX;1253093907;1.078
BBDC4;MLCX;4261649634;4.303
BRAP4;MLCX;222604507;0.656
BBAS3;MLCX;1283197221;1.622
BRKM5;MLCX;264640575;0.614
BRFS3;MLCX;811759800;0.873
BPAC11;MLCX;1041983176;1.249
CRFB3;MLCX;391758726;0.326
CCRO3;MLCX;1115693556;0.600
CMIG3;MLCX;266451715;0.151
CMIG4;MLCX;1081211185;0.511
CPLE3;MLCX;71640156;0.016
CPLE6;MLCX;570829074;0.135
CSAN3;MLCX;1169237744;1.118
CPFE3;MLCX;187714249;0.198
ELET3;MLCX;358018408;0.618
ELET6;MLCX;242977127;0.418
ENGI11;MLCX;250679709;0.454
ENEV3;MLCX;1258511620;0.844
EGIE3;MLCX;254792279;0.396
EQTL3;MLCX;1010286085;0.974
GGBR4;MLCX;995903643;1.146
GMAT3;MLCX;463952163;0.144
NTCO3;MLCX;841433075;1.914
HAPV3;MLCX;1265256490;0.754
HYPE3;MLCX;410147968;0.556
GNDI3;MLCX;593438080;1.972
ITSA4;MLCX;4515538171;2.006
ITUB3;MLCX;384789136;0.406
ITUB4;MLCX;4770095054;5.632
JBSS3;MLCX;1388025890;1.608
KLBN11;MLCX;922294338;0.971
RENT3;MLCX;593841434;1.476
LAME3;MLCX;249502964;0.200
LAME4;MLCX;847010651;0.710
LREN3;MLCX;887417914;1.511
MGLU3;MLCX;2668955512;2.196
NEOE3;MLCX;226098192;0.155
PETR3;MLCX;3684060179;4.360
PETR4;MLCX;4566457037;5.277
BRDT3;MLCX;1164958126;1.325
PSSA3;MLCX;93637072;0.202
RADL3;MLCX;1072645150;1.049
RDOR3;MLCX;903127590;2.489
RAIL3;MLCX;1218081171;0.957
SBSP3;MLCX;339999111;0.488
SANB11;MLCX;355642348;0.574
CSNA3;MLCX;642398790;1.109
SULA11;MLCX;284566116;0.387
SUZB3;MLCX;724921241;1.739
VIVT3;MLCX;444219852;0.735
TIMS3;MLCX;808485985;0.366
TOTS3;MLCX;480228410;0.696
TRPL4;MLCX;395797044;0.386
UGPA3;MLCX;1085987426;0.785
USIM5;MLCX;513796208;0.394
VALE3;MLCX;5130801424;22.703
VVAR3;MLCX;1595508601;0.981
WEGE3;MLCX;1482296002;2.019
RRRP3;SMLL;129507288;1.521
ABCB4;SMLL;70580422;0.276
AERI3;SMLL;218058827;0.563
AESB3;SMLL;149647285;0.533
ALSO3;SMLL;127376805;0.917
AALR3;SMLL;46716473;0.150
ALUP11;SMLL;178970157;1.213
AMBP3;SMLL;43733334;0.512
ANIM3;SMLL;288432555;1.025
ARZZ3;SMLL;45095471;1.080
AZUL4;SMLL;327262616;3.694
BMGB4;SMLL;99052274;0.119
BPAN4;SMLL;341124068;2.018
BRSR6;SMLL;202531540;0.677
BKBR3;SMLL;272245759;0.830
BRML3;SMLL;843728684;2.149
BRPR3;SMLL;198812616;0.459
AGRO3;SMLL;51771532;0.393
CAML3;SMLL;116264997;0.284
CEAB3;SMLL;106394635;0.381
CESP6;SMLL;182017689;1.117
HGTX3;SMLL;126186408;1.097
CIEL3;SMLL;1112196638;1.031
COGN3;SMLL;1847994874;2.021
CSMG3;SMLL;188444559;0.721
CVCB3;SMLL;225955651;1.563
CYRE3;SMLL;281154098;1.643
PNVL3;SMLL;68859355;0.366
DIRR3;SMLL;81360368;0.287
DTEX3;SMLL;273813447;1.602
ECOR3;SMLL;172602770;0.525
EMBR3;SMLL;736143105;3.542
ENAT3;SMLL;75939767;0.365
ENBR3;SMLL;231489471;1.044
ENJU3;SMLL;167521497;0.446
EVEN3;SMLL;209535948;0.546
EZTC3;SMLL;95756217;0.750
FESA4;SMLL;40145300;0.449
FLRY3;SMLL;303800430;1.986
GFSA3;SMLL;118208091;0.133
GOAU4;SMLL;693699918;2.428
GOLL4;SMLL;178123292;1.040
GRND3;SMLL;268371180;0.684
SBFG3;SMLL;88709474;0.873
SOMA3;SMLL;183851421;0.736
GUAR3;SMLL;81944760;0.429
HBOR3;SMLL;65261522;0.137
HBSA3;SMLL;325623566;0.540
IGTA3;SMLL;85796919;0.867
PARD3;SMLL;43661030;0.234
MEAL3;SMLL;264441032;0.268
ROMI3;SMLL;37272660;0.236
MYPK3;SMLL;141465625;0.589
RANI3;SMLL;85725289;0.199
IRBR3;SMLL;1255286531;1.843
JPSA3;SMLL;34833911;0.296
JHSF3;SMLL;288832602;0.526
LAVV3;SMLL;93139429;0.191
LIGT3;SMLL;372555324;1.433
LCAM3;SMLL;323763077;2.256
LWSA3;SMLL;427663748;2.867
LOGG3;SMLL;59190591;0.477
LOGN3;SMLL;100109944;0.472
AMAR3;SMLL;111476495;0.249
LPSB3;SMLL;114874308;0.133
MDIA3;SMLL;83669782;0.676
POMO4;SMLL;573419889;0.512
MRFG3;SMLL;368864634;1.842
CASH3;SMLL;74543311;0.912
LEVE3;SMLL;38492519;0.325
MILS3;SMLL;115486678;0.260
BEEF3;SMLL;240482896;0.576
MTRE3;SMLL;54039454;0.158
MOVI3;SMLL;132113940;0.660
MRVE3;SMLL;293978672;1.217
MULT3;SMLL;245888754;1.438
NGRD3;SMLL;108100000;0.170
ODPV3;SMLL;263448316;0.861
OMGE3;SMLL;122249557;1.171
PCAR3;SMLL;156928631;1.540
PRIO3;SMLL;807220415;4.257
PETZ3;SMLL;261956811;1.675
PTBL3;SMLL;69996578;0.316
POSI3;SMLL;78616498;0.245
QUAL3;SMLL;283467789;2.066
LJQQ3;SMLL;177734774;1.032
RAPT4;SMLL;177421406;0.610
RCSL4;SMLL;50414424;0.027
SAPR4;SMLL;203503821;0.212
SAPR11;SMLL;200991234;1.036
STBP3;SMLL;857995211;2.042
SMTO3;SMLL;143032073;1.325
SEQL3;SMLL;109785229;0.806
SEER3;SMLL;54346207;0.248
SIMH3;SMLL;85662375;1.226
SQIA3;SMLL;58702058;0.367
SLCE3;SMLL;86086214;1.149
TAEE11;SMLL;218568274;2.067
TASA4;SMLL;48884169;0.302
TCSA3;SMLL;54501246;0.115
TGMA3;SMLL;32001480;0.189
TEND3;SMLL;96408761;0.614
TRIS3;SMLL;78643944;0.197
TUPY3;SMLL;66821197;0.395
UNIP6;SMLL;44332601;1.121
VLID3;SMLL;78582401;0.214
VIVA3;SMLL;93368726;0.767
VULC3;SMLL;74685291;0.195
WIZS3;SMLL;77719799;0.337
YDUQ3;SMLL;300483575;2.499
AESB3;UTIL;149647285;1.107
ALUP11;UTIL;178970157;2.518
AMBP3;UTIL;43733334;1.063
CMIG3;UTIL;266451715;2.031
CMIG4;UTIL;1081211185;6.854
CESP6;UTIL;182017689;2.319
CSMG3;UTIL;188444559;1.498
CPLE3;UTIL;71640156;0.213
CPLE6;UTIL;570829074;1.805
CPFE3;UTIL;187714249;2.658
ELET3;UTIL;358018408;8.288
ELET6;UTIL;242977127;5.608
ENBR3;UTIL;231489471;2.168
ENGI11;UTIL;250679709;6.084
ENEV3;UTIL;1258511620;11.319
EGIE3;UTIL;254792279;5.313
EQTL3;UTIL;1010286085;13.062
LIGT3;UTIL;372555324;2.975
NEOE3;UTIL;226098192;2.080
OMGE3;UTIL;122249557;2.432
SBSP3;UTIL;339999111;6.544
SAPR4;UTIL;203503821;0.439
SAPR11;UTIL;200991234;2.153
TAEE11;UTIL;218568274;4.292
TRPL4;UTIL;395797044;5.177
